FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE
1259,Licensed Group,Henderson ymca Kids Club,451 E 53Rd Ave,,Vancouver,V5X 1J3,49.222735,-123.095076,604-363-7406,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/14,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
1260,Licensed Group,Strong Foundations Learning South Surrey,301-306 15336 31St Ave,,Surrey,V3Z 0X2,49.058126,-122.798169,778-688-7861,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
1261,Licensed Group,Gleneagles Saplings,6262 Marine Dr,,West Vancouver,V7W 2S5,49.364695,-123.277504,226-978-5527,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/05,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y
1262,Licensed Group,Lions Bay Saplings,250 Bayview Rd,,Lions Bay,V0N 2E0,49.464215,-123.236636,226-978-5527,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/02,,N,Y,Y
1263,Licensed Group,Lions Bay Saplings,250 Bayview Rd,,Lions Bay,V0N 2E0,49.464215,-123.236636,778-838-0335,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/02,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y
1264,Licensed Group,Lions Bay Saplings,250 Bayview Rd,,Lions Bay,V0N 2E0,49.464215,-123.236636,778-838-0335,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/02,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y
1265,Licensed Group,The Friendly Port Childcare Centre,5401 Island Highway South,,Union Bay,V0R 3B0,49.589495,-124.888559,250-465-9128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1266,Licensed Family,Sprouts And Blossoms,1304 Dunbar Dr,,Kamloops,V1S 0C6,50.6388,-120.377,250-851-6633,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/28,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1267,Licensed Family,Beddies Babies,985 Westridge Dr,,Invermere,V0A 1K4,50.501926,-116.045613,250-688-0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1268,Licensed Group,Little Fish Daycare,2319 East 17Th Avenue,,Vancouver,V5N 4Y1,49.255484,-123.057554,604-336-9730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1269,Licensed Family,Earles Montessori Learning,4686 Earles St,,Vancouver,V5R 3R2,49.243142,-123.043923,604-431-4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1270,Licensed Group,Barish Child Care Out-Of-School,2835 (B) Revelstoke Ct,,Vancouver,V6T 1N8,49.26062,-123.234833,604-822-9386,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Not offered,Include in fee,N,N,N,N,Y,Y,Y,N,N,N,N,2024/02/14,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
1271,Licensed Group,Pacific Spirit Out-Of-School Child Care Centre,5580 Osoyoos Cres,,Vancouver,V6T 1X7,49.260326,-123.233718,604-822-9386,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Not offered,Include in fee,N,N,N,N,Y,N,Y,N,N,N,N,2024/02/14,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
1272,Licensed Group,Kids Zone Child Care Centre #4,1730 142 St,,Surrey,V4A 6G7,49.033834,-122.82791,604-580-6151,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/03/01,http://www.healthspace.ca/fha/childcare,N,Y,N
1273,Licensed Group,Skyridge Montessori - Group Child Care (30 Months To School),41273 Horizon Dr,,Squamish,V8B 0Y7,49.756695,-123.129414,604-390-0031,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/11,https://inspections.vcha.ca/ChildCare/Table,N,N,N
1274,Licensed Group,Little Willows Harry Hooge,12280 230Th St,,Maple Ridge,V2X 0P6,49.225339,-122.583198,778-245-8742,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,Y,2024/02/27,http://www.healthspace.ca/fha/childcare,N,Y,N
1275,Licensed Group,Little Willows Alouette,22155 Issac Cres,,Maple Ridge,V2X 0V9,49.229676,-122.608956,778-245-8743,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,Y,2024/02/27,http://www.healthspace.ca/fha/childcare,N,Y,N
1276,Licensed Family,Kat And Kids,35653 Zanatta Pl,,Abbotsford,V3G 0B4,49.039469,-122.237484,604-617-1544,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
1277,Licensed Family,Victoria Home Daycare,667 Admirals Rd,,Esquimalt,V9A 2N6,48.433018,-123.416649,236-508-5914,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/02/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
1278,Licensed Family,Doran Family Child Care,3780 Mountain Hwy,,North Vancouver,V7K 2J1,49.344445,-123.037751,604-446-9464,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/02/26,https://inspections.vcha.ca/ChildCare/Table,N,N,N
1279,Licensed Group,Little Dreamers,31150 Blueridge Dr,,Abbotsford,V2T 5R2,49.066706,-122.361634,604-614-5308,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/08,http://www.healthspace.ca/fha/childcare,N,N,N
1280,Licensed Family,Little Gems Daycare,1708 84 Ave,,Dawson Creek,V1G 0E1,55.779873,-120.253199,250-784-7010,,,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
1281,Licensed Group,Gummy Bears Child Care,6288 Service St,,Burnaby,V5H 1V8,49.228624,-122.97225,778-927-8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1282,Licensed Group,Bumble And Bean Out Of School Program,3550 Westsyde Rd,,Kamloops,V2B 7H4,50.773889,-120.341316,250-319-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1283,Licensed Group,Bumble And Bean Out-Of-School Program,3255 Overlander Dr,,Kamloops,V2B 0A5,50.770954,-120.34136,250-319-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1284,Licensed Group,Rioasis Childcare Ltd.,1580 Cook St,,Victoria,V8T 3N8,48.428167,-123.353579,250-580-4880,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Not offered,Not offered,N,N,N,Y,N,Y,Y,N,N,N,N,2024/03/01,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
1285,Licensed Group,Wind And Tide Preschool - Sardis,46078 Higginson Rd,,Chilliwack,V2R 2A9,49.12499,-121.949173,604-575-0549,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
1286,Licensed Group,Monarch Montessori School,4405 8Th Ave W,,Vancouver,V6R 2A3,49.266064,-123.206476,604-563-9511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1287,Licensed Family,Busy Little Critters Childcare,1829 83 Ave,,Dawson Creek,V1G 0E4,55.779503,-120.256359,250-889-9641,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/12,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
1288,Licensed Group,Creo Kids,1253 Johnston Rd,,White Rock,V4B 3Y9,49.025265,-122.801356,604-833-4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1289,Licensed Group,Tiger Stripes Learning Center,2451 Ross Rd,,Abbotsford,V4X 1J3,49.04746,-122.403968,778-772-6289,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,Y,N,Y,2024/02/05,http://www.healthspace.ca/fha/childcare,N,Y,N
1290,Licensed Family,Monkey Tree Learning Centre,2312 Towerview Cres,,Nanaimo,V9R 6T3,49.169721,-124.000553,250-668-3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1291,Licensed Family,Giggles 'N Grins Early Childhood Centre,3544 Honeycrisp Ave,,Victoria,V9C 0K4,48.418814,-123.530772,250-888-3314,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
1292,Licensed Family,Wilkinson Learning Tree,10172 244 St,,Maple Ridge,V2W 0H5,49.186878,-122.5459,604-537-2396,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
1293,Licensed Group,I Kids Learning Centre,6966 195 St,,Surrey,V4N 5Y6,49.129502,-122.681673,778-855-1425,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/12,http://www.healthspace.ca/fha/childcare,N,N,N
1294,Licensed Family,Emmarisse Daycare,7057 Sierra Dr,,Burnaby,V5A 1A4,49.285374,-122.95645,778-513-7820,,,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,Y,N,Y,2024/02/16,http://www.healthspace.ca/fha/childcare,N,Y,N
1295,Licensed Group,Kelowna Kids Co.,201-2750 Richter St,,Kelowna,V1Y 2R5,49.866775,-119.489585,778-392-8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1296,Licensed Group,Miller Park Kidz Clubhouse,800 Egmont Ave,,Coquitlam,V3J 4J8,49.265822,-122.878979,778-868-3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1297,Licensed Family,Puddle Jumpers,8-2033 Varsity Landng,,Campbell River,V9H 0B2,49.972584,-125.244923,250-202-6779,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
1298,Licensed Group,Elderberries Child Care Centre,1289 Emerson Way,,North Vancouver,V7H 2B6,48.434748,-123.332944,604-250-7198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y
1299,Licensed Group,Montessori Beginnings Preschool And Kindergarten,21746 Lougheed Hwy,,Maple Ridge,V2X 2S1,49.216415,-122.618997,604-466-3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1300,Licensed Family,Jolene's Daycare,2047 Melville Dr,,Sidney,V8L 2N3,48.663581,-123.411039,250-208-0998,,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Extra fee,Not offered,N,N,N,N,N,N,Y,N,N,N,N,2024/03/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
1301,Licensed Family,Blooming Buttercups Childcare & Learning Center,5377 188A St,,Surrey,V3S 7C3,49.099903,-122.700858,604-315-9612,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
1302,Licensed Group,Angels Academy Childcare Centre,2547 Herbert Rd,,West Kelowna,V4T 2J6,49.827956,-119.633715,250-863-0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1303,Licensed Group,Play N Learn Daycare,3839 Thurston St,,Burnaby,V5H 1H9,49.235028,-123.019039,604-617-8355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1304,Licensed Group,ymca 6Th Avenue School Age Child Care,1136 6E Av,,Kamloops,V2C 3S1,50.667549,-120.327489,250-376-4771,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/14,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N
1305,Licensed Family,The Storyhouse,B-601 Richards St,,Nelson,V1L 5K4,49.483643,-117.284453,250-354-4401,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N
1306,Licensed Family,Little Critters Childcare Centre,7298 141A St,,Surrey,V3W 5L7,49.13551,-122.830073,604-839-6037,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Extra fee,Extra fee,N,N,N,N,N,N,N,N,Y,N,N,2024/02/15,http://www.healthspace.ca/fha/childcare,N,Y,N
1307,Licensed Family,Shine Star Family Daycare,3794 Shane Cres,,Prince George,V2N 4N2,53.893147,-122.793425,250-981-7433,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
1308,Licensed Group,Kids Club Child Care Centre Ltd.,46129 Princess Ave,,Chilliwack,V2P 2A8,49.17096,-121.948299,604-795-2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1309,Licensed Family,Sara's Family Daycare,820 16Th St E,,North Vancouver,V7L 2V4,49.323178,-123.049615,604-377-1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1310,Licensed Group,Armstrong Montessori Academy,B - 2516 Patterson Ave,,Armstrong,V0E 1B0,50.447234,-119.191775,250-307-4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1311,Licensed Group,Cranbrook's Huddles And Cuddles Playcentre Inc.,308 10Th Ave S,,Cranbrook,V1C 2N6,49.505731,-115.767513,250-426-3069,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1312,Licensed Group,Central Sockeye Preschool,9435 Young Rd,,Chilliwack,V2P 4S7,49.173623,-121.952952,604-792-8539,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,http://www.healthspace.ca/fha/childcare,N,N,N
1313,Licensed Group,Jumping Jacks Preschool,1714 Canyon St,,Creston,V0B 1G5,49.095789,-116.504911,250-428-6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1314,Licensed Family,Montessori Village Child Care,15969 110 Ave,,Surrey,V4N 4Y2,49.202545,-122.779597,604-588-5250,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/02,http://www.healthspace.ca/fha/childcare,N,N,N
1315,Licensed Family,Morning Star Daycare,7099 200A St,,Langley,V2Y 2Z4,49.131861,-122.666747,778-994-8775,http://morningstardaycare.ca,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,http://www.healthspace.ca/fha/childcare,N,N,N
1316,Licensed Family,Smile 'N' Play Daycare Centre Inc.,3411 Mckinley Dr,,Abbotsford,V2S 8M8,49.063838,-122.244567,604-655-5040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1317,Licensed Group,Chee In A Tree Childcare,938 52Nd Ave W,,Vancouver,V6P 1H3,49.223723,-123.127256,604-618-8584,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,N
1318,Licensed Family,Chee In A Tree,6821 Fremlin St,,Vancouver,V6P 3W3,49.22357,-123.127266,604-618-8584,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,N
1319,Licensed Family,Cozy House Family Daycare,853 Hammer Ave,,Kelowna,V1W 2B7,49.813443,-119.474768,250-864-5122,,,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Extra fee,Extra fee,N,N,N,N,N,Y,N,N,Y,N,N,2024/03/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1320,Licensed Group,Deer Lake Seventh-Day Adventist School,5550 Gilpin St,,Burnaby,V5G 2H6,49.241798,-122.983027,604-816-5845,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,http://www.healthspace.ca/fha/childcare,N,Y,N
1321,Licensed Family,Enchanted Forest Childcare Center Inc.,3266 Rathtrevor Crt,,Abbotsford,V3G 2X8,49.061203,-122.241139,604-789-1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1322,Licensed Family,Wild Hearts Child Care,588 mclean Road,,Barriere,V0E 1E0,51.192105,-120.130224,250-415-0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1323,Licensed Family,Bright Future Child Care,3346 Finley St,,Port Coquitlam,V3B 3H2,49.272926,-122.742316,778-237-2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1324,Licensed Group,Thrive Out Of School Care - Enderby,706 Mill Ave,,Enderby,V0E 1V0,50.550881,-119.140737,250-803-8402,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/14,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1325,Licensed Group,ymca 5Th Avenue After School Care,497 Ospika Boulevard,,Prince George,V2M 3R4,53.920945,-122.794503,250-961-7046,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,N,N,Y,2024/02/14,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
1326,Licensed Group,Wisdomtree Academy,105-15210 32 Ave,,Surrey,V3Z 0R8,49.061417,-122.800529,604-385-2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1327,Licensed Group,A Place To Play Too,125 Centennial Square,,Sparwood,V0B 2G0,49.732561,-114.887693,250-425-9121,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1328,Licensed Group,Happy Campers Osc - David Cameron,675 Meaford Avenue,,Colwood,V9B 5Y1,48.443146,-123.497696,250-391-0909,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/24,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
1329,Licensed Group,Ok Boys And Girls A.S. Matheson Preshool After School Prgrm,2090 Gordon Drive,,Kelowna,V1Y 3H9,49.875999,-119.477795,250-762-3989,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/07,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N
1330,Licensed Family,Tiny Treasures,1 1310 Graham Rd,,Kelowna,V1X 1J9,49.881659,-119.412926,236-795-8172,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/16,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1331,Licensed Group,Urban Kids Montessori - Fleetwood,201-19188 72 Ave,,Surrey,V4N 1M9,49.133466,-122.691572,604-372-2111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/25,http://www.healthspace.ca/fha/childcare,N,Y,N
1332,Licensed Group,Polka Dot Fine Art & Education,205-800 mcbride Blvd,,New Westminster,V3L 2B8,49.222217,-122.913685,604-343-6644,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/03/06,http://www.healthspace.ca/fha/childcare,N,N,N
1333,Licensed Family,Tender Blossoms Childcare Ltd,21756 Donovan Ave,,Maple Ridge,V2X 3A7,49.218878,-122.618339,778-552-7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1334,Licensed Group,Pinetree Childcare Centre,19083 69A Ave,,Surrey,V4N 0A5,49.129322,-122.693963,778-321-7819,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,,N,N,N
1335,Licensed Family,Little Tree Daycare,38123 Harbourview Pl,,Squamish,V8B 0A8,49.699808,-483.143376,604-902-3677,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/02/12,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
1336,Licensed Group,Cathy's Early Years Center,977 Esket Drive,,Alkali Lake,V0L 1B0,51.788353,-122.241432,250-440-5611,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Included in fee,Not offered,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,2024/03/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1337,Licensed Family,Birch Bear Cubs,1609 Birch Dr,,Revelstoke,V0E 2S1,50.983086,-118.169174,250-683-3848,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2023/07/17,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N
1338,Licensed Group,Little Saplings Child Care,1152 Nicola St,,Kamloops,V2C 2S3,50.672449,-120.312596,778-694-0733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1339,Licensed Group,Maple Tree Children's Centre (Phoenix),846 Phoenix St,,Esquimalt,V9A 5T7,48.439168,-123.397376,250-588-0512,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
1340,Licensed Family,Wild Flower Child Care,4852 Kitwanga Dr,,108 Mile Ranch,V0K 2Z0,51.737849,-121.36942,250-644-2240,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
1341,Licensed Group,Lil' Bloomers Childcare,215 Shepherd Rd,,Kelowna,V1X 5V6,49.890283,-119.388999,250-868-7259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
1342,Licensed Group,Simply Kids Childcare Centre,20211 66Th Ave,,Langley,V2Y 0L4,49.123041,-122.663926,604-593-2266,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
1343,Licensed Group,Lulu's Kids Corporation,9824 Fourth Street,,Sidney,V8L 2Z3,48.64954,-123.399105,778-351-3317,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/03/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
1344,Licensed Group,Simply Fun Mckenzie Twin,1713 Garnet Rd,,Victoria,V8P 3C9,48.467048,-123.327711,250-881-3958,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,N,N,N,2024/02/28,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
1345,Licensed Group,Simply Fun Hillside,3365 Kingsley Place,,Victoria,V8P 4K2,48.453339,-123.331551,250-881-3958,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,N,N,N,2024/02/28,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
1346,Licensed Group,Coal Harbour Kids Care,480 Broughton St,,Vancouver,V6G 3H4,49.290164,-123.125971,604-718-8229,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,https://inspections.vcha.ca/ChildCare/Table,N,N,N
